;;Parameter;Unit;Year;1;2;3;4;5;6;7;8;9;10;11;12
;;DO;mg O2/l;2008;;;2.2;;0.3;;0.2;;0.2;;0.4;
;;DO;mg O2/l;2009;;;3.1;;0.2;;;;;;;
;;DO;mg O2/l;2010;;4.5;;;0.1;;;0.2;;;0.1;
;;DO;mg O2/l;2011;;6.7;;;0.7;;;0.1;;;;
;;DO;mg O2/l;2012;;3.3;;;0.3;;;0.2;;;1.7;
;;DO;mg O2/l;2013;;4.8;;;;;;0.1;;;1.3;
;EC;;;;;;;;;;;;;;;
;;EC;mikromhos/cm;1985;430;;594;;704;;881;;866;;777;
;;EC;mikromhos/cm;1986;444;;427;;617;;830;;828;;808;
;;EC;mikromhos/cm;1987;724;;381;;822;;256;;1165;;966;
;;EC;mikromhos/cm;1988;714;;518;;797;;1246;;1424;;309;
;;EC;mikromhos/cm;1989;873;;643;;943;;1349;;1767;;1039;
;;EC;mikromhos/cm;1990;1180;;1179;;1215;;2142;;2655;;1657;
;;EC;mikromhos/cm;1991;936;;884;;790;;2153;;2598;;1215;
;;EC;mikromhos/cm;1992;1241;;1086;;1558;;2845;;4225;;2309;
;;EC;mikromhos/cm;1993;2165;;;;1975;;3663;;3529;;2309;
;;EC;mikromhos/cm;1994;2012;;1407;;1794;;5761;;4086;;1398;
;;EC;mikromhos/cm;1995;;;1016;;2223;;261988;;3049;;1596;
;;EC;mikromhos/cm;1996;2005;;1501;;2686;;4013;;2909;;3232;
;;EC;mikromhos/cm;1997;1207;;2300;;2761;;4268;;5070;;3164;
;;EC;mikromhos/cm;1998;1739;;1282;;1872;;2180;;2945;;2267;
;;EC;mikromhos/cm;1999;938;;1514;;1918;;3488;;2726;;3248;
;;EC;mikromhos/cm;2000;2358;;866;;2190;;4237;;3963;;3538;
;;EC;mikromhos/cm;2001;;;2925;;4215;;4241;;4851;;4564;
;;EC;mikromhos/cm;2002;;;2491;;4320;;4604;;4766;;2497;
;;EC;mikromhos/cm;2003;;;1520;;3612;;5067;;5429;;3599;
;;EC;mikromhos/cm;2004;;;1948;;3632;;4299;;4377;;4136;
;;EC;mikromhos/cm;2005;;;3247;;4526;;4118;;4837;;4859;
;;EC;mikromhos/cm;2006;;;1987;;3891;;3627;;4979;;3382;
;;EC;mikromhos/cm;2007;;;3950;;4690;;2570;;4860;;;
;;EC;mikromhos/cm;2008;;;2420;;4630;;4940;;4920;;4120;
;;EC;mikromhos/cm;2009;;;2250;;3690;;;;;;;
;;EC;mikromhos/cm;2010;;1771;;;4330;;;2943;;;4750;
;;EC;mikromhos/cm;2011;;1101;;;3627;;;4570;;;;
;;EC;mikromhos/cm;2012;;2080;;;3440;;;4920;;;2910;
;;EC;mikromhos/cm;2013;;1198;;;;;;3693;;;4060;
;Fe;;;;;;;;;;;;;;;
;;Fe;µg/L;1998;;;;;;;;;0;;520;
;;Fe;µg/L;1999;;;;;;;;;320;;130;
;;Fe;µg/L;2000;;;;;;;;;1600;;800;
;;Fe;µg/L;2001;;;;;;;;;0;;2000;
;;Fe;µg/L;2004;;;;;;;720;;720;;;
;;Fe;µg/L;2005;;;;;;;1040;;5560;;;
;;Fe;µg/L;2006;;;;;;;800;;800;;;
;;Fe;µg/L;2010;;;;;;;;1142;;;580;
;;Fe;µg/L;2011;;;;;2284;;;432;;;;
;;Fe;µg/L;2012;;;;;927;;;;;;;
;;Fe;µg/L;2013;;394.5;;;;;;985.9;;;560;
;Hg;;;;;;;;;;;;;;;
;;Hg;µg/L;2001;;;;;;;;;;;1;
;;Hg;µg/L;2004;;;;;;;0.5;;0.5;;;
;;Hg;µg/L;2005;;;;;;;1;;0.3;;;
;;Hg;µg/L;2007;;;;;;;0;;0.3;;;
;;Hg;µg/L;2008;;;;;;;0;;;;;
;;Hg;µg/L;2010;;;;;;;;0;;;0;
;;Hg;µg/L;2011;;;;;0;;;0;;;;
;;Hg;µg/L;2012;;;;;;;;;;;;
;;Hg;µg/L;2013;;;;;;;;;;;;
;K+;;;;;;;;;;;;;;;
;;K+;mg/L;1994;13.65;;8.97;;11.31;;36.27;;36.27;;12.87;
;;K+;mg/L;1995;;;7.8;;20.28;;15.99;;15.99;;19.11;
;;K+;mg/L;1996;11.7;;13.65;;37.44;;30.81;;39;;23.01;
;;K+;mg/L;1997;12.48;;24.57;;28.86;;47.58;;61.62;;33.54;
;;K+;mg/L;1998;21.84;;12.09;;19.11;;39;;32.76;;22.62;
;;K+;mg/L;1999;10.53;;16.38;;15.6;;48.36;;32.76;;37.05;
;;K+;mg/L;2000;30.81;;14.43;;22.62;;49.53;;46.8;;48.36;
;;K+;mg/L;2001;;;39;;31.98;;123.24;;49.53;;58.5;
;;K+;mg/L;2002;;;17.16;;41.73;;39.78;;38.61;;7.8;
;;K+;mg/L;2003;;;7.41;;24.57;;37.05;;54.21;;21.84;
;;K+;mg/L;2004;;;23.4;;35.49;;35.49;;74.49;;56.16;
;;K+;mg/L;2005;;;10.92;;25.74;;25.47;;19.11;;23.4;
;;K+;mg/L;2006;;;20.28;;14.82;;28.08;;44.07;;31.98;
;;K+;mg/L;2007;;;31.2;;46.8;;10.92;;44.07;;;
;;K+;mg/L;2008;;;13.26;;45.24;;22.62;;20.28;;35.9;
;;K+;mg/L;2009;;;16.38;;24.57;;;;;;;
;;K+;mg/L;2010;;12.87;;;37.83;;;15.21;;;21.84;
;;K+;mg/L;2011;;2.73;;;26.52;;;29.25;;;;
;;K+;mg/L;2012;;10.53;;;12.48;;;10.53;;;21.84;
;;K+;mg/L;2013;;7.31;;;;;;24.27;;;25.78;
;M.Oil;;;;;;;;;;;;;;;
;;M.Oil;mg/L;1994;9.6;;7.8;;10.4;;14.6;;6.2;;6;
;;M.Oil;mg/L;1995;;;7.4;;9.2;;6.8;;13.4;;11.6;
;;M.Oil;mg/L;1996;8.4;;7;;8;;14.6;;10;;12.4;
;;M.Oil;mg/L;1997;8.2;;12.8;;7.8;;5;;;;;
;M-Al;;;;;;;;;;;;;;;
;;M-Al;mg/L;1985;110;;185;;235;;290;;285;;255;
;;M-Al;mg/L;1986;150;;195;;230;;310;;285;;250;
;;M-Al;mg/L;1987;210;;105;;240;;90;;330;;290;
;;M-Al;mg/L;1988;200;;145;;240;;370;;400;;75;
;;M-Al;mg/L;1989;230;;195;;260;;375;;380;;210;
;;M-Al;mg/L;1990;300;;285;;345;;455;;580;;315;
;;M-Al;mg/L;1991;170;;180;;175;;435;;540;;305;
;;M-Al;mg/L;1992;280;;270;;385;;615;;720;;425;
;;M-Al;mg/L;1993;420;;;;400;;840;;825;;565;
;;M-Al;mg/L;1994;430;;370;;400;;800;;1165;;285;
;;M-Al;mg/L;1995;;;350;;625;;610;;725;;290;
;;M-Al;mg/L;1996;410;;325;;535;;630;;665;;650;
;;M-Al;mg/L;1997;420;;470;;545;;855;;850;;580;
;;M-Al;mg/L;1998;410;;275;;390;;535;;530;;485;
;;M-Al;mg/L;1999;265;;320;;425;;635;;515;;585;
;;M-Al;mg/L;2000;395;;195;;395;;615;;650;;600;
;;M-Al;mg/L;2001;;;470;;590;;785;;725;;630;
;;M-Al;mg/L;2002;;;445;;725;;830;;660;;345;
;;M-Al;mg/L;2003;;;355;;700;;730;;610;;410;
;;M-Al;mg/L;2004;;;315;;605;;710;;750;;590;
;;M-Al;mg/L;2005;;;420;;675;;675;;590;;700;
;;M-Al;mg/L;2006;;;330;;580;;590;;730;;485;
;;M-Al;mg/L;2007;;;685;;765;;500;;740;;;
;;M-Al;mg/L;2008;;;340;;610;;875;;915;;713.7;
;;M-Al;mg/L;2009;;;378.2;;640.5;;;;;;;
;;M-Al;mg/L;2010;;402.6;;;628.3;;;530.7;;;634.4;
;;M-Al;mg/L;2011;;164.7;;;597.8;;;829.6;;;;
;;M-Al;mg/L;2012;;472.1;;;;;;886.9;;;681.4;
;;M-Al;mg/L;2013;;309.9;;;;;;645.4;;;561.2;
;Mg++;;;;;;;;;;;;;;;
;;Mg++;mg/L;1994;18.2;;13.4;;9.7;;19.5;;17;;10.9;
;;Mg++;mg/L;1995;;;19.5;;15.8;;14.6;;15.8;;9.7;
;;Mg++;mg/L;1996;19.5;;14.6;;18.2;;23.1;;17;;13.4;
;;Mg++;mg/L;1997;10.9;;20.7;;20.7;;17;;20.7;;15.8;
;;Mg++;mg/L;1998;19.5;;15.8;;12.2;;14.6;;25.5;;20.7;
;;Mg++;mg/L;1999;15.8;;17;;15.8;;14.6;;18.2;;10.9;
;;Mg++;mg/L;2000;14.6;;12.2;;17;;18.2;;17;;15.8;
;;Mg++;mg/L;2001;;;10.9;;18.2;;14.6;;13.4;;18.2;
;;Mg++;mg/L;2002;;;19.5;;15.9;;15.8;;21.9;;18.2;
;;Mg++;mg/L;2003;;;14.6;;18.2;;13.4;;18.2;;14.6;
;;Mg++;mg/L;2004;;;20.7;;14.6;;18.2;;12.2;;14.6;
;;Mg++;mg/L;2005;;;6.1;;13.4;;14.6;;14.6;;18.2;
;;Mg++;mg/L;2006;;;13.4;;19.5;;23.1;;21.9;;15.8;
;;Mg++;mg/L;2007;;;19.5;;17;;12.2;;12.2;;;
;;Mg++;mg/L;2008;;;15.8;;24.3;;18.2;;18.24;;13.38;
;;Mg++;mg/L;2009;;;14.59;;13.38;;;;;;;
;;Mg++;mg/L;2010;;13.4;;;18.2;;;18.2;;;13.4;
;;Mg++;mg/L;2011;;7.3;;;20.7;;;36.5;;;;
;;Mg++;mg/L;2012;;6.9;;;;;;15.9;;;8;
;;Mg++;mg/L;2013;;11.3;;;;;;14.7;;;17.6;
;Mn;;;;;;;;;;;;;;;
;;Mn;µg/L;1998;;;;;;;;;0;;0;
;;Mn;µg/L;1999;;;;;;;;;0;;132;
;;Mn;µg/L;2000;;;;;;;;;0;;0;
;;Mn;µg/L;2001;;;;;;;;;0;;0;
;;Mn;µg/L;2004;;;;;;;0;;0;;;
;;Mn;µg/L;2005;;;;;;;0;;0;;;
;;Mn;µg/L;2006;;;;;;;0;;0;;;
;;Mn;µg/L;2010;;;;;;;;223;;;352;
;;Mn;µg/L;2011;;;;;510;;;409;;;;
;;Mn;µg/L;2012;;;;;205;;;;;;;
;;Mn;µg/L;2013;;69;;;;;;197;;;106;
;Na+;;;;;;;;;;;;;;;
;;Na+;mg/L;1994;391;;220.8;;257.6;;713;;1058;;211.6;
;;Na+;mg/L;1995;;;161;;415.8;;317.4;;629.28;;253;
;;Na+;mg/L;1996;322;;227.24;;458.16;;609.5;;763.6;;594.55;
;;Na+;mg/L;1997;253;;386.4;;539.12;;805;;954.5;;690;
;;Na+;mg/L;1998;358.8;;177.1;;287.5;;655.5;;586.5;;464.6;
;;Na+;mg/L;1999;93.15;;232.3;;279.45;;722.2;;478.4;;616.4;
;;Na+;mg/L;2000;345;;124.2;;448.5;;690;;866.65;;673.9;
;;Na+;mg/L;2001;;;514.05;;759;;897;;970.6;;809.6;
;;Na+;mg/L;2002;;;418.6;;769.35;;1035;;890.1;;334.65;
;;Na+;mg/L;2003;;;293.25;;786.6;;1278.8;;1113.2;;508.3;
;;Na+;mg/L;2004;;;262.2;;690;;834.9;;782;;655.5;
;;Na+;mg/L;2005;;;517.5;;738.3;;814.2;;920;;984.4;
;;Na+;mg/L;2006;;;299;;710.7;;759;;1063.75;;621;
;;Na+;mg/L;2007;;;891.25;;1035;;556.6;;991.36;;;
;;Na+;mg/L;2008;;;460;;900.45;;1092.5;;920;;874;
;;Na+;mg/L;2009;;;300.1;;805;;;;;;;
;;Na+;mg/L;2010;;253;;;662.4;;;345;;;630.2;
;;Na+;mg/L;2011;;167.9;;;891.25;;;833.75;;;;
;;Na+;mg/L;2012;;238.05;;;414;;;105.8;;;452.87;
;;Na+;mg/L;2013;;164.41;;;;;;696.31;;;802.16;
;NH4-N;;;;;;;;;;;;;;;
;;NH4-N;mg/L;1985;1.82;;0.04;;0.7;;0.5;;0.66;;0.94;
;;NH4-N;mg/L;1986;0.48;;0.6;;0.7;;0.84;;0.62;;0.84;
;;NH4-N;mg/L;1987;1.42;;1.5;;0.84;;0.94;;10.2;;2.1;
;;NH4-N;mg/L;1988;1.36;;0.96;;1.8;;5;;9.6;;0.78;
;;NH4-N;mg/L;1989;2;;1.51;;3.1;;6.6;;9.6;;6.1;
;;NH4-N;mg/L;1990;4.68;;5.2;;7.3;;12.7;;16.5;;8.5;
;;NH4-N;mg/L;1991;3;;3.6;;4.5;;13;;14;;3.7;
;;NH4-N;mg/L;1992;4.8;;3.6;;7.6;;17.5;;18.5;;12.4;
;;NH4-N;mg/L;1993;11;;;;6.5;;19.5;;21.4;;13.4;
;;NH4-N;mg/L;1994;9;;5.85;;9.6;;28.6;;31.2;;2.8;
;;NH4-N;mg/L;1995;;;4.16;;12.4;;13;;12.7;;6.8;
;;NH4-N;mg/L;1996;6.7;;6;;8;;26;;20;;20;
;;NH4-N;mg/L;1997;6.5;;8.75;;14;;24;;17;;15.4;
;;NH4-N;mg/L;1998;7.5;;4;;7.2;;15.4;;6.16;;7.8;
;;NH4-N;mg/L;1999;3.08;;3.3;;6.6;;14.6;;14;;11;
;;NH4-N;mg/L;2000;7;;3.3;;6;;20;;20;;20;
;;NH4-N;mg/L;2001;;;8;;13.6;;26.3;;18.5;;20;
;;NH4-N;mg/L;2002;;;7.65;;20;;20;;20;;6.2;
;;NH4-N;mg/L;2003;;;20;;14;;20;;20;;10;
;;NH4-N;mg/L;2004;;;6.8;;15;;18;;20;;15.6;
;;NH4-N;mg/L;2005;;;10;;14.6;;20;;17.5;;19;
;;NH4-N;mg/L;2006;;;6.8;;15.4;;14;;18.5;;11.4;
;;NH4-N;mg/L;2007;;;23.7;;21.6;;7.65;;24.2;;;
;;NH4-N;mg/L;2008;;;10.6;;20.3;;30.7;;18;;18.2;
;;NH4-N;mg/L;2009;;;5.95;;15.2;;;;;;;
;;NH4-N;mg/L;2010;;6.39;;;11.5;;;6.24;;;20.35;
;;NH4-N;mg/L;2011;;3.13;;;10.05;;;3.3;;;;
;;NH4-N;mg/L;2012;;2.62;;;2.96;;;5.86;;;1.79;
;;NH4-N;mg/L;2013;;1.49;;;;;;21.86;;;18.1;
;Ni;;;;;;;;;;;;;;;
;;Ni;µg/L;2013;;;14.1;;;;7.9;;;;7;
;NO2-N;;;;;;;;;;;;;;;
;;NO2-N;mg/L;1985;0.03;;0.024;;0.118;;0;;0.154;;0.056;
;;NO2-N;mg/L;1986;0.012;;0.022;;0.048;;0.034;;0;;0.048;
;;NO2-N;mg/L;1987;0.108;;0.064;;0.098;;0.022;;0.104;;0.024;
;;NO2-N;mg/L;1988;0.06;;0.056;;0.152;;0.065;;0.108;;0.036;
;;NO2-N;mg/L;1989;0.053;;0.038;;0.092;;0.085;;0.051;;0.072;
;;NO2-N;mg/L;1990;0.17;;0.005;;0.028;;0.076;;0;;0;
;;NO2-N;mg/L;1991;0.032;;0.032;;0.088;;0.04;;0;;0.052;
;;NO2-N;mg/L;1992;0.024;;0.047;;0;;0;;0;;0.028;
;;NO2-N;mg/L;1993;0;;;;0;;0;;0;;0;
;;NO2-N;mg/L;1994;0;;0;;0.134;;0.09;;0;;0.181;
;;NO2-N;mg/L;1995;;;0;;0;;0;;0.184;;0.051;
;;NO2-N;mg/L;1996;0;;0;;0;;0;;0;;0;
;;NO2-N;mg/L;1997;0;;0;;0;;0;;0.21;;0;
;;NO2-N;mg/L;1998;0;;0.194;;0;;0;;0;;0;
;;NO2-N;mg/L;1999;0.17;;0.298;;0.022;;0;;0;;0;
;;NO2-N;mg/L;2000;0.432;;0.096;;0;;0;;0;;0;
;;NO2-N;mg/L;2001;;;0;;0;;;;0;;0;
;;NO2-N;mg/L;2002;;;0;;0;;0;;0;;0.03;
;;NO2-N;mg/L;2003;;;0.03;;0;;0;;0;;0;
;;NO2-N;mg/L;2004;;;0.18;;0;;0;;0.01;;0;
;;NO2-N;mg/L;2005;;;0;;0;;0;;0;;0;
;;NO2-N;mg/L;2006;;;0.308;;0;;0;;0;;0;
;;NO2-N;mg/L;2007;;;0;;0;;0;;0;;;
;;NO2-N;mg/L;2008;;;0;;0.1;;0;;0;;0;
;;NO2-N;mg/L;2009;;;0;;0;;;;;;;
;;NO2-N;mg/L;2010;;0.06;;;0.1;;;0;;;0.1;
;;NO2-N;mg/L;2011;;0.06;;;0;;;0;;;;
;;NO2-N;mg/L;2012;;0.1;;;0.06;;;0.25;;;0.05;
;;NO2-N;mg/L;2013;;0.07;;;;;;0;;;0.08;
;NO3-N;;;;;;;;;;;;;;;
;;NO3-N;mg/L;1985;1.5;;1.1;;0.65;;0.45;;1.9;;2.15;
;;NO3-N;mg/L;1986;1.45;;2.95;;0.28;;0.2;;1.65;;2.6;
;;NO3-N;mg/L;1987;1.7;;0.9;;0.95;;0.9;;0.1;;;
;;NO3-N;mg/L;1988;0.5;;0.7;;0.95;;0.25;;0.25;;0.9;
;;NO3-N;mg/L;1989;1;;1;;0.25;;0.55;;0.45;;0.35;
;;NO3-N;mg/L;1990;0.7;;0;;0.01;;0.003;;0.01;;0;
;;NO3-N;mg/L;1991;0.02;;0.01;;0.01;;0.01;;0.01;;0.01;
;;NO3-N;mg/L;1992;0.01;;0.01;;0.01;;0.01;;0.01;;0.01;
;;NO3-N;mg/L;1993;0;;;;0.04;;0.01;;0.01;;0;
;;NO3-N;mg/L;1994;0;;0;;0.01;;0.8;;0;;1.1;
;;NO3-N;mg/L;1995;;;1.3;;0;;1.8;;0;;0;
;;NO3-N;mg/L;1996;0;;0;;0.3;;0.3;;0.5;;0.5;
;;NO3-N;mg/L;1997;0.8;;0.3;;0.25;;0.4;;0;;0;
;;NO3-N;mg/L;1998;0.4;;5.9;;0;;0;;0;;0.5;
;;NO3-N;mg/L;1999;4.1;;4.9;;0;;0;;0;;0;
;;NO3-N;mg/L;2000;2.3;;2.65;;0;;0;;0;;0;
;;NO3-N;mg/L;2001;;;0;;0.5;;0.25;;0.3;;0;
;;NO3-N;mg/L;2002;;;0;;0;;0;;0;;1;
;;NO3-N;mg/L;2003;;;2;;0;;0;;0;;0;
;;NO3-N;mg/L;2004;;;0.2;;0;;0;;0;;0;
;;NO3-N;mg/L;2005;;;0;;0;;0;;0;;0;
;;NO3-N;mg/L;2006;;;1;;0;;0;;0;;0;
;;NO3-N;mg/L;2007;;;0;;0;;0;;0;;;
;;NO3-N;mg/L;2008;;;0;;0;;0;;0;;0;
;;NO3-N;mg/L;2009;;;0;;0;;;;;;;
;;NO3-N;mg/L;2010;;2.4;;;25.8;;;0;;;0;
;;NO3-N;mg/L;2011;;0;;;0;;;0;;;;
;;NO3-N;mg/L;2012;;2.1;;;0;;;0;;;0.3;
;;NO3-N;mg/L;2013;;6.8;;;;;;0.2;;;0.1;
